DB01083,0
DB00753,1
DB01262,2
DB01219,3
DB01085,4
DB00346,5
DB00549,6
DB00972,7
DB00367,8
DB01098,9
DB12332,10
DB09076,11
DB01234,12
DB00871,13
DB00683,14
DB00699,15
DB06689,16
DB13874,17
DB00243,18
DB01576,19
DB09262,20
DB08918,21
DB01171,22
DB00240,23
DB00390,24
DB01183,25
DB01036,26
DB04871,27
DB11362,28
DB05239,29
DB01059,30
DB00819,31
DB00960,32
DB05039,33
DB00457,34
DB00252,35
DB05219,36
DB00496,37
DB01118,38
DB01558,39
DB12001,40
DB00091,41
DB01033,42
DB00741,43
DB00188,44
DB09130,45
DB00432,46
DB01283,47
DB00957,48
DB01122,49
DB09396,50
DB00178,51
DB06282,52
DB00186,53
DB00163,54
DB00436,55
DB01395,56
DB00347,57
DB00914,58
DB00769,59
DB00668,60
DB00201,61
DB00446,62
DB00575,63
DB00309,64
DB00841,65
DB06201,66
DB00752,67
DB01217,68
DB00170,69
DB01233,70
DB00811,71
DB01212,72
DB00592,73
DB06757,74
DB00264,75
DB01092,76
DB00266,77
DB08819,78
DB00866,79
DB00749,80
DB01351,81
DB00295,82
DB00495,83
DB01418,84
DB01303,85
DB01136,86
DB00993,87
DB00195,88
DB00316,89
DB00585,90
DB00443,91
DB00543,92
DB01103,93
DB00398,94
DB01191,95
DB01623,96
DB03128,97
DB00130,98
DB01175,99
DB00883,100
DB00836,101
DB01149,102
DB00898,103
DB01621,104
DB00818,105
DB01015,106
DB01223,107
DB01167,108
DB00242,109
DB01241,110
DB06813,111
DB06695,112
DB00203,113
DB00568,114
DB06267,115
DB00678,116
DB00822,117
DB09074,118
DB00412,119
DB06335,120
DB00297,121
DB00636,122
DB01410,123
DB00162,124
DB08816,125
DB01056,126
DB04868,127
DB00860,128
DB12267,129
DB00696,130
DB00320,131
DB01186,132
DB00656,133
DB01420,134
DB00035,135
DB00956,136
DB01224,137
DB00673,138
DB01117,139
DB00360,140
DB04841,141
DB00720,142
DB08907,143
DB01338,144
DB01045,145
DB06736,146
DB08911,147
DB00451,148
DB06626,149
DB00395,150
DB00966,151
DB09389,152
DB00631,153
DB11828,154
DB00172,155
DB00283,156
DB09039,157
DB00990,158
DB00388,159
DB00563,160
DB08922,161
DB08828,162
DB01029,163
DB01259,164
DB00978,165
DB00727,166
DB06016,167
DB06207,168
DB00371,169
DB09026,170
DB00344,171
DB00876,172
DB00764,173
DB00912,174
DB08912,175
DB00458,176
DB06209,177
DB00889,178
DB00857,179
DB09080,180
DB00245,181
DB00315,182
DB05381,183
DB00688,184
DB01161,185
DB00849,186
DB01544,187
DB01114,188
DB00594,189
DB01075,190
DB00590,191
DB00624,192
DB06589,193
DB00973,194
DB00233,195
DB01254,196
DB08899,197
DB02300,198
DB00795,199
DB01026,200
DB09053,201
DB00277,202
DB00916,203
DB00394,204
DB01124,205
DB00933,206
DB00444,207
DB00987,208
DB00545,209
DB09118,210
DB00962,211
DB00540,212
DB00327,213
DB08897,214
DB04908,215
DB05541,216
DB08931,217
DB00708,218
DB00231,219
DB09063,220
DB00906,221
DB00850,222
DB00571,223
DB00440,224
DB00682,225
DB00831,226
DB06710,227
DB01355,228
DB00903,229
DB06800,230
DB09049,231
DB00402,232
DB00694,233
DB06712,234
DB00425,235
DB00514,236
DB09128,237
DB00379,238
DB00612,239
DB00746,240
DB06616,241
DB00191,242
DB00343,243
DB02701,244
DB00773,245
DB09148,246
DB00947,247
DB01165,248
DB00715,249
DB01426,250
DB04953,251
DB00477,252
DB00936,253
DB00719,254
DB00690,255
DB00276,256
DB06413,257
DB01394,258
DB05294,259
DB00337,260
DB01142,261
DB00476,262
DB00737,263
DB04846,264
DB06155,265
DB01248,266
DB06212,267
DB00393,268
DB00921,269
DB01577,270
DB00736,271
DB08881,272
DB00934,273
DB00865,274
DB06774,275
DB00006,276
DB00998,277
DB00633,278
DB00788,279
DB00870,280
DB00471,281
DB00353,282
DB04794,283
DB01238,284
DB00602,285
DB00835,286
DB00674,287
DB01046,288
DB00312,289
DB08877,290
DB00810,291
DB08811,292
DB00882,293
DB00887,294
DB01050,295
DB00997,296
DB01023,297
DB11793,298
DB00445,299
DB00455,300
DB00334,301
DB06144,302
DB01244,303
DB00542,304
DB00570,305
DB01041,306
DB01006,307
DB01110,308
DB06412,309
DB00799,310
DB00222,311
DB00608,312
DB04898,313
DB01024,314
DB00211,315
DB00852,316
DB11611,317
DB00179,318
DB00254,319
DB01192,320
DB00550,321
DB00544,322
DB01198,323
DB04839,324
DB00858,325
DB06772,326
DB00751,327
DB00717,328
DB01013,329
DB01215,330
DB00867,331
DB00205,332
DB00459,333
DB00411,334
DB00261,335
DB08906,336
DB00227,337
DB00454,338
DB01396,339
DB05521,340
DB01227,341
DB01071,342
DB00629,343
DB00115,344
DB09143,345
DB06268,346
DB00697,347
DB01407,348
DB00925,349
DB09031,350
DB09123,351
DB00740,352
DB00648,353
DB01211,354
DB00758,355
DB00270,356
DB06789,357
DB09166,358
DB09078,359
DB00324,360
DB00748,361
DB09048,362
DB00845,363
DB00584,364
DB00949,365
DB01204,366
DB01589,367
DB00953,368
DB01253,369
DB00627,370
DB00946,371
DB00420,372
DB00313,373
DB00989,374
DB08932,375
DB01587,376
DB01559,377
DB00182,378
DB00768,379
DB00356,380
DB00814,381
DB01466,382
DB06216,383
DB00146,384
DB01216,385
DB00637,386
DB00228,387
DB00984,388
DB01179,389
DB00661,390
DB01252,391
DB01174,392
DB08880,393
DB00794,394
DB00927,395
DB00959,396
DB09082,397
DB00434,398
DB00321,399
DB09120,400
DB01009,401
DB00851,402
DB01074,403
DB00317,404
DB06725,405
DB01222,406
DB08860,407
DB06228,408
DB01100,409
DB00127,410
DB00731,411
DB01062,412
DB00675,413
DB00136,414
DB00872,415
DB01245,416
DB01128,417
DB00527,418
DB00176,419
DB00208,420
DB00539,421
DB00499,422
DB00397,423
DB00977,424
DB00599,425
DB01275,426
DB00501,427
DB00593,428
DB00467,429
DB00165,430
DB04844,431
DB00945,432
DB09068,433
DB01184,434
DB09119,435
DB00280,436
DB00620,437
DB01628,438
DB06237,439
DB01412,440
DB00763,441
DB03615,442
DB00209,443
DB06203,444
DB00950,445
DB00428,446
DB00969,447
DB00202,448
DB00988,449
DB00121,450
DB01094,451
DB00366,452
DB00204,453
DB01116,454
DB00640,455
DB01005,456
DB00804,457
DB08439,458
DB00968,459
DB00433,460
DB01138,461
DB01268,462
DB00294,463
DB00169,464
DB00951,465
DB00792,466
DB01586,467
DB00759,468
DB04335,469
DB00695,470
DB00528,471
DB01011,472
DB00325,473
DB04930,474
DB01120,475
DB00134,476
DB01156,477
DB08901,478
DB08882,479
DB00180,480
DB09073,481
DB04946,482
DB00140,483
DB00754,484
DB03147,485
DB01591,486
DB00861,487
DB00368,488
DB00268,489
DB01408,490
DB00813,491
DB00175,492
DB06148,493
DB00938,494
DB01173,495
DB00967,496
DB00472,497
DB00863,498
DB00216,499
DB06637,500
DB01018,501
DB00745,502
DB00255,503
DB00897,504
DB00377,505
DB00996,506
DB00289,507
DB01039,508
DB01431,509
DB01611,510
DB00613,511
DB05990,512
DB08896,513
DB06594,514
DB00617,515
DB06713,516
DB00215,517
DB06605,518
DB06217,519
DB01069,520
DB00842,521
DB01107,522
DB00952,523
DB08804,524
DB00655,525
DB11737,526
DB00469,527
DB00778,528
DB06654,529
DB05271,530
DB00523,531
DB01105,532
DB00619,533
DB01364,534
DB00482,535
DB01065,536
DB01151,537
DB00884,538
DB01166,539
DB00744,540
DB00784,541
DB01400,542
DB01357,543
DB09555,544
DB01177,545
DB01104,546
DB01193,547
DB00122,548
DB01097,549
DB00185,550
DB09330,551
DB06739,552
DB00628,553
DB00323,554
DB00437,555
DB05351,556
DB00281,557
DB00820,558
DB00470,559
DB04574,560
DB02709,561
DB09462,562
DB01393,563
DB00502,564
DB04861,565
DB08883,566
DB00908,567
DB00357,568
DB00500,569
DB01588,570
DB00721,571
DB00307,572
DB04938,573
DB06716,574
DB00150,575
DB01280,576
DB01007,577
DB01435,578
DB00292,579
DB00679,580
DB00641,581
DB01016,582
DB04855,583
DB00712,584
DB00706,585
DB01176,586
DB00373,587
DB00363,588
DB00490,589
DB01095,590
DB00703,591
DB00554,592
DB00487,593
DB00598,594
DB00700,595
DB00805,596
DB01037,597
DB01067,598
DB01154,599
DB01429,600
DB01001,601
DB00557,602
DB04786,603
DB01246,604
DB00635,605
DB00918,606
DB12364,607
DB00790,608
DB01119,609
DB06595,610
DB08895,611
DB00704,612
DB00917,613
DB00904,614
DB00213,615
DB00796,616
DB00541,617
DB00829,618
DB01068,619
DB01384,620
DB01032,621
DB00519,622
DB00384,623
DB01320,624
DB00409,625
DB06287,626
DB00862,627
DB00427,628
DB00672,629
DB01195,630
DB00623,631
DB01685,632
DB00983,633
DB00131,634
DB00338,635
DB06176,636
DB01392,637
DB00724,638
DB00332,639
DB01197,640
DB01274,641
DB03756,642
DB00783,643
DB00591,644
DB00521,645
DB00441,646
DB00508,647
DB00711,648
DB00177,649
DB00963,650
DB01132,651
DB00481,652
DB01261,653
DB00979,654
DB04845,655
DB01242,656
DB08867,657
DB01169,658
DB00642,659
DB01076,660
DB00199,661
DB01159,662
DB00497,663
DB01129,664
DB00776,665
DB00361,666
DB01043,667
DB11691,668
DB01054,669
DB08815,670
DB00603,671
DB01411,672
DB01612,673
DB01196,674
DB01135,675
DB01137,676
DB00358,677
DB00104,678
DB00757,679
DB01236,680
DB00381,681
DB01028,682
DB00530,683
DB01595,684
DB00780,685
DB01409,686
DB00604,687
DB00273,688
DB00278,689
DB00869,690
DB00910,691
DB00491,692
DB01406,693
DB08910,694
DB00928,695
DB00555,696
DB00834,697
DB01131,698
DB00802,699
DB01403,700
DB00622,701
DB01035,702
DB00588,703
DB00915,704
DB13155,705
DB00586,706
DB00484,707
DB06738,708
DB00755,709
DB01020,710
DB06701,711
DB00647,712
DB09131,713
DB09167,714
DB00572,715
DB00143,716
DB01194,717
DB00173,718
DB01580,719
DB00589,720
DB00206,721
DB01012,722
DB01182,723
DB01624,724
DB00157,725
DB05246,726
DB08827,727
DB05812,728
DB00812,729
DB00564,730
DB00318,731
DB00808,732
DB01014,733
DB06210,734
DB00328,735
DB08865,736
DB00285,737
DB01708,738
DB13139,739
DB06403,740
DB00161,741
DB00370,742
DB00389,743
DB06700,744
DB06777,745
DB06691,746
DB00991,747
DB06262,748
DB01221,749
DB00665,750
DB06204,751
DB00875,752
DB06410,753
DB00422,754
DB00806,755
DB00262,756
DB00726,757
DB06702,758
DB01144,759
DB08875,760
DB01240,761
DB00461,762
DB01590,763
DB00158,764
DB05676,765
DB00559,766
DB01380,767
DB00392,768
DB00669,769
DB00435,770
DB00401,771
DB00615,772
DB01437,773
DB00374,774
DB01143,775
DB12483,776
DB01200,777
DB01213,778
DB00152,779
DB00843,780
DB11614,781
DB01126,782
DB00494,783
DB00183,784
DB00605,785
DB00877,786
DB01101,787
DB00513,788
DB00290,789
DB00421,790
DB01349,791
DB00257,792
DB00643,793
DB01296,794
DB00391,795
DB01228,796
DB01337,797
DB04920,798
DB00924,799
DB00153,800
DB09280,801
DB00518,802
DB06756,803
DB01229,804
DB00537,805
DB01021,806
DB00546,807
DB00333,808
DB11581,809
DB00118,810
DB08949,811
DB01583,812
DB00418,813
DB01235,814
DB00515,815
DB00714,816
DB00184,817
DB01115,818
DB00468,819
DB00248,820
DB08820,821
DB00980,822
DB00847,823
DB08868,824
DB00396,825
DB06684,826
DB01064,827
DB04835,828
DB00193,829
DB00322,830
DB00907,831
DB00246,832
DB00677,833
DB00166,834
DB00909,835
DB00734,836
DB01367,837
DB09198,838
DB00448,839
DB08893,840
P54756,841
Q15858,842
Q9UKV0,843
P41180,844
P14060,845
P17707,846
P35367,847
P30086,848
P16219,849
P07451,850
P01375,851
P29401,852
P23526,853
P08631,854
P42345,855
P54219,856
P11168,857
O95298,858
P54760,859
Q08426,860
P07510,861
Q9UP95,862
P35754,863
P10828,864
Q02641,865
Q9NR97,866
P03372,867
P50213,868
P35498,869
P37063,870
P08373,871
P30838,872
P07437,873
O43674,874
BE0008670,875
P09546,876
Q00653,877
P04839,878
P0A7V8,879
Q9BYZ2,880
P29972,881
Q89ZI2,882
P13995,883
P00739,884
P51681,885
P29590,886
P04049,887
Q9NS40,888
P49585,889
Q9H252,890
Q9NPC2,891
Q9NS85,892
P08697,893
P07949,894
P42338,895
P08319,896
P33402,897
P09769,898
P02652,899
P56524,900
P31644,901
P14207,902
Q9Y6F1,903
Q13555,904
Q6NSD4,905
Q9GPQ4,906
P46098,907
P02774,908
P19480,909
Q9Y6Y9,910
P68638,911
P78527,912
P29475,913
O95168,914
P08603,915
Q14643,916
P42261,917
P03886,918
P23921,919
P23368,920
Q9NYV7,921
Q8N1Q1,922
P01023,923
P63261,924
Q9LAG2,925
P30101,926
P43681,927
P53667,928
Q9Y4R7,929
O95139,930
Q02817,931
P02763,932
Q01668,933
Q96SL4,934
Q8IVL6,935
Q9Y478,936
O00217,937
P41240,938
P19793,939
P23284,940
Q13630,941
Q99250,942
P43353,943
P05093,944
Q9UJT0,945
P08908,946
P11474,947
P15121,948
Q15596,949
P49019,950
Q9Y6M9,951
Q9Y2Q3,952
F7VJQ1,953
P30531,954
P27816,955
P48050,956
Q15428,957
P37059,958
P30519,959
P34969,960
Q9Y2D0,961
Q9NZV8,962
Q96FI4,963
P11229,964
P19320,965
P08172,966
P26640,967
P11137,968
O43181,969
Q92569,970
P06733,971
P01189,972
Q9NY72,973
P31153,974
P30518,975
P61278,976
P31937,977
Q14524,978
O14649,979
Q96PD5,980
Q51225,981
P05108,982
P05113,983
P0A7W7,984
O43526,985
Q8IVH4,986
P21817,987
Q07001,988
Q7L3T8,989
P13569,990
P05543,991
P51787,992
P00387,993
P45973,994
P48637,995
Q16878,996
Q9H3N8,997
P35219,998
P35372,999
O75380,1000
P52209,1001
P48735,1002
Q04828,1003
P9WHH7,1004
O14646,1005
P05165,1006
P51857,1007
Q96RE1,1008
P28223,1009
P20813,1010
Q16775,1011
P07686,1012
P39086,1013
P00533,1014
O00763,1015
P28566,1016
P31749,1017
P69905,1018
Q9H3S4,1019
P45877,1020
O95167,1021
P15382,1022
Q8NBN7,1023
P05771,1024
P17302,1025
P01024,1026
P33121,1027
P37840,1028
P14550,1029
Q12882,1030
P15104,1031
O43570,1032
P27169,1033
P07445,1034
O95342,1035
P80365,1036
P07203,1037
P40394,1038
P07098,1039
P09619,1040
P50052,1041
P49888,1042
P00374,1043
Q44532,1044
P23280,1045
P0AG59,1046
P25021,1047
P78348,1048
O15554,1049
Q02218,1050
P47895,1051
O60488,1052
BE0004905,1053
P41145,1054
P78362,1055
P04818,1056
P0AF12,1057
Q04844,1058
P09601,1059
P51884,1060
P32119,1061
BE0004887,1062
O14561,1063
P06744,1064
P30405,1065
P0A6E4,1066
F1L7U3,1067
P27986,1068
Q9UN76,1069
Q05603,1070
P01619,1071
P09038,1072
O43174,1073
P28161,1074
Q9RC23,1075
Q9UGI6,1076
O95169,1077
Q06203,1078
P04637,1079
O14880,1080
P13674,1081
O43678,1082
P09211,1083
P20586,1084
BE0004901,1085
Q92887,1086
Q969G6,1087
Q99720,1088
P28221,1089
P04035,1090
Q9NPA1,1091
Q9NXA8,1092
P22570,1093
P02818,1094
Q5L2G3,1095
Q96C36,1096
P03891,1097
P30837,1098
O75911,1099
P0A7J6,1100
Q01959,1101
P14780,1102
P24666,1103
Q99928,1104
P08253,1105
O00459,1106
P56696,1107
P9WQG9,1108
P06276,1109
P08185,1110
P05164,1111
P08183,1112
P33527,1113
Q15759,1114
P17948,1115
P50859,1116
P01031,1117
P28335,1118
P48039,1119
Q14003,1120
Q04760,1121
P04629,1122
O43525,1123
P63316,1124
O43741,1125
BMOL0000029,1126
O75899,1127
P68371,1128
P28861,1129
P05546,1130
Q06319,1131
Q9NPH2,1132
Q9UI33,1133
Q9Y5K3,1134
P00915,1135
P27361,1136
Q9H2S1,1137
P19099,1138
P22413,1139
P00338,1140
Q99735,1141
P31350,1142
P35520,1143
P51168,1144
Q9H244,1145
Q86T13,1146
P30872,1147
Q13748,1148
P09063,1149
Q14181,1150
P35610,1151
P21397,1152
Q9NY46,1153
Q99705,1154
Q16790,1155
Q13936,1156
P00519,1157
O15217,1158
Q9UBK8,1159
B0B3C9,1160
P18505,1161
Q9P0X4,1162
P43115,1163
P13945,1164
P11802,1165
Q06830,1166
P34995,1167
Q14721,1168
P21890,1169
O60760,1170
P00352,1171
P08559,1172
P9WIE5,1173
O75908,1174
P29317,1175
Q92506,1176
P04731,1177
Q9Y2I1,1178
P22748,1179
Q13085,1180
O00180,1181
A5X5Y0,1182
P9WIQ1,1183
O95178,1184
Q52369,1185
Q15125,1186
P02359,1187
Q86W47,1188
P23975,1189
Q92945,1190
O00408,1191
BMOL0000014,1192
P22637,1193
P31025,1194
P05107,1195
P00183,1196
P11177,1197
P12724,1198
P06396,1199
Q15067,1200
Q12809,1201
P28329,1202
P56937,1203
P01019,1204
P08909,1205
Q9BTZ2,1206
P50993,1207
P24385,1208
P26676,1209
P35916,1210
P41594,1211
Q96RP8,1212
Q9Y698,1213
P12821,1214
Q16539,1215
P51553,1216
P30041,1217
P15880,1218
Q92952,1219
P11498,1220
BE0004941,1221
P29275,1222
P08913,1223
P0AES4,1224
Q9UM73,1225
P50416,1226
P18405,1227
Q16515,1228
O00764,1229
P20618,1230
P50747,1231
P17174,1232
P05155,1233
P38936,1234
Q02768,1235
Q15842,1236
Q9GZZ6,1237
P84077,1238
P45954,1239
P69924,1240
Q99527,1241
P18925,1242
P07814,1243
O43519,1244
Q9P0J0,1245
P10632,1246
Q15800,1247
P77967,1248
P61497,1249
P19838,1250
Q13126,1251
Q14654,1252
P00750,1253
P04003,1254
P07741,1255
Q9RA47,1256
P47869,1257
P05156,1258
Q15750,1259
Q14542,1260
P07195,1261
P23258,1262
Q8TCG2,1263
Q12879,1264
P11166,1265
P31639,1266
P02753,1267
P60568,1268
P30556,1269
Q02928,1270
Q9H4B7,1271
P30968,1272
P00390,1273
Q92769,1274
P58558,1275
Q9UGM6,1276
Q9WYT0,1277
Q9UBN7,1278
P19801,1279
P04083,1280
Q06AK7,1281
P10826,1282
P06241,1283
P02788,1284
P13922,1285
P04155,1286
Q00534,1287
P07225,1288
P10515,1289
P48547,1290
O60733,1291
P35499,1292
Q9Y2T6,1293
Q13956,1294
P40926,1295
P05121,1296
P02766,1297
Q9Y234,1298
Q9UQQ2,1299
P43700,1300
Q8NER1,1301
P03923,1302
